0,calculate_temp,L2 Hit Rate,%,76.82,hotspot,64
0,calculate_temp,Mem Pipes Busy,%,1.60,hotspot,64
0,calculate_temp,L1 Hit Rate,%,0,hotspot,64
0,calculate_temp,Active Warps Per Scheduler,warp,1.97,hotspot,64
0,calculate_temp,Eligible Warps Per Scheduler,warp,0.22,hotspot,64
0,calculate_temp,No Eligible,%,83.17,hotspot,64
0,calculate_temp,Instructions Per Active Issue Slot,inst/cycle,1,hotspot,64
0,calculate_temp,Issued Warp Per Scheduler,,0.17,hotspot,64
0,calculate_temp,One or More Eligible,%,16.83,hotspot,64
0,calculate_temp,Avg. Not Predicated Off Threads Per Warp,,26.34,hotspot,64
0,calculate_temp,Avg. Active Threads Per Warp,,27.92,hotspot,64
0,calculate_temp,Warp Cycles Per Executed Instruction,cycle,12.07,hotspot,64
0,calculate_temp,Warp Cycles Per Issued Instruction,,11.69,hotspot,64
0,calculate_temp,Warp Cycles Per Issue Active,,11.69,hotspot,64
0,calculate_temp,Avg. Executed Instructions Per Scheduler,inst,220.39,hotspot,64
0,calculate_temp,Executed Instructions,inst,70524,hotspot,64
0,calculate_temp,Avg. Issued Instructions Per Scheduler,inst,227.59,hotspot,64
0,calculate_temp,Issued Instructions,inst,72828,hotspot,64
0,calculate_temp,Block Size,,256,hotspot,64
0,calculate_temp,Grid Size,,36,hotspot,64
0,calculate_temp,Registers Per Thread,register/thread,40,hotspot,64
0,calculate_temp,Shared Memory Configuration Size,byte,32768,hotspot,64
0,calculate_temp,Dynamic Shared Memory Per Block,byte/block,0,hotspot,64
0,calculate_temp,Static Shared Memory Per Block,byte/block,3072,hotspot,64
0,calculate_temp,Threads,thread,9216,hotspot,64
0,calculate_temp,Waves Per SM,,0.07,hotspot,64
0,calculate_temp,Block Limit SM,block,32,hotspot,64
0,calculate_temp,Block Limit Registers,block,6,hotspot,64
0,calculate_temp,Block Limit Shared Mem,block,32,hotspot,64
0,calculate_temp,Block Limit Warps,block,8,hotspot,64
0,calculate_temp,Achieved Active Warps Per SM,warp,7.90,hotspot,64
0,calculate_temp,Achieved Occupancy,%,12.35,hotspot,64
0,calculate_temp,Theoretical Active Warps per SM,warp/cycle,48,hotspot,64
0,calculate_temp,Theoretical Occupancy,%,75,hotspot,64
0,calculate_temp,Memory Frequency,cycle/second,877207289.86,hotspot,8192
0,calculate_temp,SOL FB,%,33.08,hotspot,8192
0,calculate_temp,Elapsed Cycles,cycle,3706898,hotspot,8192
0,calculate_temp,SM Frequency,cycle/second,1311832432.86,hotspot,8192
0,calculate_temp,Memory [%],%,39.59,hotspot,8192
0,calculate_temp,Duration,nsecond,2825184,hotspot,8192
0,calculate_temp,SOL L2,%,25.09,hotspot,8192
0,calculate_temp,SM Active Cycles,cycle,3703057.04,hotspot,8192
0,calculate_temp,SM [%],%,79.76,hotspot,8192
0,calculate_temp,SOL TEX,%,39.62,hotspot,8192
0,calculate_temp,Executed Ipc Active,inst/cycle,3.19,hotspot,8192
0,calculate_temp,Executed Ipc Elapsed,inst/cycle,3.19,hotspot,8192
0,calculate_temp,Issued Ipc Active,inst/cycle,3.19,hotspot,8192
0,calculate_temp,Issue Slots Busy,%,79.83,hotspot,8192
0,calculate_temp,SM Busy,%,79.83,hotspot,8192
0,calculate_temp,Memory Throughput,byte/second,297115985365.91,hotspot,8192
0,calculate_temp,Mem Busy,%,39.59,hotspot,8192
0,calculate_temp,Max Bandwidth,%,33.08,hotspot,8192
0,calculate_temp,L2 Hit Rate,%,77.01,hotspot,8192
0,calculate_temp,Mem Pipes Busy,%,37.43,hotspot,8192
0,calculate_temp,L1 Hit Rate,%,0.22,hotspot,8192
0,calculate_temp,Active Warps Per Scheduler,warp,11.24,hotspot,8192
0,calculate_temp,Eligible Warps Per Scheduler,warp,2.96,hotspot,8192
0,calculate_temp,No Eligible,%,20.13,hotspot,8192
0,calculate_temp,Instructions Per Active Issue Slot,inst/cycle,1,hotspot,8192
0,calculate_temp,Issued Warp Per Scheduler,,0.80,hotspot,8192
0,calculate_temp,One or More Eligible,%,79.87,hotspot,8192
0,calculate_temp,Avg. Not Predicated Off Threads Per Warp,,27.12,hotspot,8192
0,calculate_temp,Avg. Active Threads Per Warp,,28.66,hotspot,8192
0,calculate_temp,Warp Cycles Per Executed Instruction,cycle,14.07,hotspot,8192
0,calculate_temp,Warp Cycles Per Issued Instruction,,14.07,hotspot,8192
0,calculate_temp,Warp Cycles Per Issue Active,,14.07,hotspot,8192
0,calculate_temp,Avg. Executed Instructions Per Scheduler,inst,2955874.55,hotspot,8192
0,calculate_temp,Executed Instructions,inst,945879856,hotspot,8192
0,calculate_temp,Avg. Issued Instructions Per Scheduler,inst,2956033.71,hotspot,8192
0,calculate_temp,Issued Instructions,inst,945930786,hotspot,8192
0,calculate_temp,Block Size,,256,hotspot,8192
0,calculate_temp,Grid Size,,466489,hotspot,8192
0,calculate_temp,Registers Per Thread,register/thread,40,hotspot,8192
0,calculate_temp,Shared Memory Configuration Size,byte,32768,hotspot,8192
0,calculate_temp,Dynamic Shared Memory Per Block,byte/block,0,hotspot,8192
0,calculate_temp,Static Shared Memory Per Block,byte/block,3072,hotspot,8192
0,calculate_temp,Threads,thread,119421184,hotspot,8192
0,calculate_temp,Waves Per SM,,971.85,hotspot,8192
0,calculate_temp,Block Limit SM,block,32,hotspot,8192
0,calculate_temp,Block Limit Registers,block,6,hotspot,8192
0,calculate_temp,Block Limit Shared Mem,block,32,hotspot,8192
0,calculate_temp,Block Limit Warps,block,8,hotspot,8192
0,calculate_temp,Achieved Active Warps Per SM,warp,45.15,hotspot,8192
0,calculate_temp,Achieved Occupancy,%,70.55,hotspot,8192
0,calculate_temp,Theoretical Active Warps per SM,warp/cycle,48,hotspot,8192
