@relation 'IBM_2688-weka.filters.unsupervised.attribute.Remove-R2-16,18-30,32-37,39-41,43,45-47,50,52,54-61,66'

@attribute Benchmark {gaussian,bfs,cfd,hotspot}
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Block Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Warps' numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute label numeric

@data
gaussian,0.18,0.08,4997.44,16,16,774400,18.91,128,64,11,44,3072,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,232,64,64,1
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,44,3072,0,0
gaussian,0.18,0.08,4981.6,16,16,774400,18.91,128,64,22,34,3072,3072,2
gaussian,0.18,0.08,4981.6,16,16,774400,18.91,128,64,2,232,64,64,0
gaussian,0.18,0.08,4981.6,16,16,774400,18.91,128,64,11,44,3072,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,232,64,64,1
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,44,3072,0,0
gaussian,0.18,0.07,4969.96,16,16,774400,18.91,128,64,22,34,3072,3072,2
gaussian,0.18,0.07,4969.96,16,16,774400,18.91,128,64,2,232,64,64,0
gaussian,0.18,0.07,4969.96,16,16,774400,18.91,128,64,11,44,3072,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,232,64,64,1
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,44,3072,0,0
gaussian,0.18,0.08,4969.96,16,16,774400,18.91,128,64,22,34,3072,3072,2
gaussian,0.18,0.08,4969.96,16,16,774400,18.91,128,64,2,232,64,64,0
gaussian,0.18,0.08,4969.96,16,16,774400,18.91,128,64,11,44,3072,0,0
gaussian,0,0.08,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,0
gaussian,0,0.08,4.41,512,17,1024,0.01,5,4,2,232,64,64,1
gaussian,0,0.08,4.41,512,17,1024,0.01,5,4,11,44,3072,0,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,23,44,3136,3136,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,2,236,64,64,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,11,52,3136,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,2
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,23,44,3136,3136,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,2,236,64,64,0
gaussian,0.18,0.08,5180.7,16,16,802816,19.6,128,64,11,52,3136,0,0
gaussian,0,0.06,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,0
gaussian,0,0.06,4.41,512,17,1024,0.01,5,4,2,236,64,64,2
gaussian,0,0.06,4.41,512,17,1024,0.01,5,4,11,52,3136,0,0
gaussian,0.18,0.08,5164.57,16,16,802816,19.6,128,64,23,44,3136,3136,0
gaussian,0.18,0.08,5164.57,16,16,802816,19.6,128,64,2,236,64,64,0
gaussian,0.18,0.08,5164.57,16,16,802816,19.6,128,64,11,52,3136,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,2
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,23,44,3136,3136,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,2,236,64,64,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,11,52,3136,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,2
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,23,44,3136,3136,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,2,236,64,64,0
gaussian,0.18,0.08,5152.73,16,16,802816,19.6,128,64,11,52,3136,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,2
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,25,28,3264,3264,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,2,256,64,64,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,12,53,3264,0,0
gaussian,0,0.08,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,0
gaussian,0,0.08,4.53,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.08,4.53,512,17,1024,0.01,5,4,12,53,3264,0,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,25,28,3264,3264,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,2,256,64,64,0
gaussian,0.18,0.08,5367.26,16,16,831744,20.31,128,64,12,53,3264,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,0
gaussian,0.18,0.08,5350.85,16,16,831744,20.31,128,64,25,28,3264,3264,0
gaussian,0.18,0.08,5350.85,16,16,831744,20.31,128,64,2,256,64,64,0
gaussian,0.18,0.08,5350.85,16,16,831744,20.31,128,64,12,53,3264,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,25,28,3264,3264,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,2,256,64,64,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,12,53,3264,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,25,28,3264,3264,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,2,256,64,64,0
gaussian,0.18,0.08,5338.79,16,16,831744,20.31,128,64,12,53,3264,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,0
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,26,36,3392,3392,2
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,2,254,64,64,0
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,12,40,3392,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,0
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,26,36,3392,3392,2
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,2,254,64,64,0
gaussian,0.18,0.08,5557.12,16,16,861184,21.02,128,64,12,40,3392,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,0
gaussian,0.18,0.08,5540.42,16,16,861184,21.02,128,64,26,36,3392,3392,2
gaussian,0.18,0.08,5540.42,16,16,861184,21.02,128,64,2,254,64,64,0
gaussian,0.18,0.08,5540.42,16,16,861184,21.02,128,64,12,40,3392,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,0
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,26,36,3392,3392,2
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,2,254,64,64,0
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,12,40,3392,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,0
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,26,36,3392,3392,2
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,2,254,64,64,0
gaussian,0.18,0.08,5528.15,16,16,861184,21.02,128,64,12,40,3392,0,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,0
gaussian,0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,25,44,3520,3520,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,2,212,64,64,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,12,55,3520,0,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,25,44,3520,3520,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,2,212,64,64,0
gaussian,0.18,0.08,5750.29,16,16,891136,21.76,128,64,12,55,3520,0,1
gaussian,0,0.08,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,0
gaussian,0,0.08,4.66,512,17,1024,0.01,5,4,2,212,64,64,1
gaussian,0,0.08,4.66,512,17,1024,0.01,5,4,12,55,3520,0,0
gaussian,0.18,0.08,5733.3,16,16,891136,21.76,128,64,25,44,3520,3520,0
gaussian,0.18,0.08,5733.3,16,16,891136,21.76,128,64,2,212,64,64,0
gaussian,0.18,0.08,5733.3,16,16,891136,21.76,128,64,12,55,3520,0,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,25,44,3520,3520,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,2,212,64,64,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,12,55,3520,0,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,25,44,3520,3520,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,2,212,64,64,0
gaussian,0.18,0.08,5720.81,16,16,891136,21.76,128,64,12,55,3520,0,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,1
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,0
gaussian,0.04,0.03,60.08,16,16,9216,0.23,128,64,2,56,64,64,0
gaussian,0.04,0.03,60.08,16,16,9216,0.23,128,64,0,0,0,0,0
gaussian,0.04,0.03,60.08,16,16,9216,0.23,128,64,1,5,64,0,6
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.05,0.87,512,17,512,0,5,4,1,5,64,0,0
gaussian,0.04,0.04,60.08,16,16,9216,0.23,128,64,2,56,64,64,0
gaussian,0.04,0.04,60.08,16,16,9216,0.23,128,64,0,0,0,0,0
gaussian,0.04,0.04,60.08,16,16,9216,0.23,128,64,1,5,64,0,6
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.05,0.87,512,17,512,0,5,4,1,5,64,0,0
gaussian,0.04,0.04,58.32,16,16,9216,0.23,128,64,2,56,64,64,0
gaussian,0.04,0.04,58.32,16,16,9216,0.23,128,64,0,0,0,0,0
gaussian,0.04,0.04,58.32,16,16,9216,0.23,128,64,1,5,64,0,6
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.05,0.87,512,17,512,0,5,4,1,5,64,0,0
gaussian,0.04,0.04,57.1,16,16,9216,0.23,128,64,2,56,64,64,0
gaussian,0.04,0.04,57.1,16,16,9216,0.23,128,64,0,0,0,0,0
gaussian,0.04,0.04,57.1,16,16,9216,0.23,128,64,1,5,64,0,6
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.05,0.87,512,17,512,0,5,4,1,5,64,0,0
gaussian,0.04,0.03,57.1,16,16,9216,0.23,128,64,2,56,64,64,0
gaussian,0.04,0.03,57.1,16,16,9216,0.23,128,64,0,0,0,0,0
gaussian,0.04,0.03,57.1,16,16,9216,0.23,128,64,1,5,64,0,6
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.05,0.87,512,17,512,0,5,4,1,5,64,0,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,27,30,3648,3648,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,2,163,64,64,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,12,36,3648,0,4
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,27,30,3648,3648,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,163,64,64,2
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,36,3648,0,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,27,30,3648,3648,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,2,163,64,64,0
gaussian,0.18,0.08,5946.75,16,16,921600,22.5,128,64,12,36,3648,0,4
gaussian,0,0.06,4.66,512,17,1024,0.01,5,4,27,30,3648,3648,0
gaussian,0,0.06,4.66,512,17,1024,0.01,5,4,2,163,64,64,2
gaussian,0,0.06,4.66,512,17,1024,0.01,5,4,12,36,3648,0,0
gaussian,0.18,0.08,5929.47,16,16,921600,22.5,128,64,27,30,3648,3648,0
gaussian,0.18,0.08,5929.47,16,16,921600,22.5,128,64,2,163,64,64,0
gaussian,0.18,0.08,5929.47,16,16,921600,22.5,128,64,12,36,3648,0,4
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,27,30,3648,3648,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,163,64,64,2
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,36,3648,0,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,27,30,3648,3648,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,2,163,64,64,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,12,36,3648,0,4
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,27,30,3648,3648,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,163,64,64,2
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,36,3648,0,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,27,30,3648,3648,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,2,163,64,64,0
gaussian,0.18,0.08,5916.77,16,16,921600,22.5,128,64,12,36,3648,0,4
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,27,30,3648,3648,0
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,2,163,64,64,2
gaussian,0,0.07,4.66,512,17,1024,0.01,5,4,12,36,3648,0,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,26,44,3776,3776,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,2,256,64,64,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,12,39,3776,0,1
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,26,44,3776,3776,0
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,2,256,64,64,5
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,12,39,3776,0,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,26,44,3776,3776,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,2,256,64,64,0
gaussian,0.18,0.08,6146.51,16,16,952576,23.26,128,64,12,39,3776,0,1
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,26,44,3776,3776,0
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,2,256,64,64,5
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,12,39,3776,0,0
gaussian,0.18,0.07,6128.95,16,16,952576,23.26,128,64,26,44,3776,3776,0
gaussian,0.18,0.07,6128.95,16,16,952576,23.26,128,64,2,256,64,64,0
gaussian,0.18,0.07,6128.95,16,16,952576,23.26,128,64,12,39,3776,0,1
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,26,44,3776,3776,0
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,2,256,64,64,5
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,12,39,3776,0,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,26,44,3776,3776,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,2,256,64,64,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,12,39,3776,0,1
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,26,44,3776,3776,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,5
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,39,3776,0,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,26,44,3776,3776,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,2,256,64,64,0
gaussian,0.18,0.08,6116.04,16,16,952576,23.26,128,64,12,39,3776,0,1
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,26,44,3776,3776,0
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,2,256,64,64,5
gaussian,0,0.08,4.78,512,17,1024,0.01,5,4,12,39,3776,0,0
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,25,48,3904,3904,6
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,2,256,64,64,0
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,12,53,3904,0,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,25,48,3904,3904,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,53,3904,0,0
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,25,48,3904,3904,6
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,2,256,64,64,0
gaussian,0.18,0.08,6349.57,16,16,984064,24.02,128,64,12,53,3904,0,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,25,48,3904,3904,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,53,3904,0,0
gaussian,0.18,0.08,6331.72,16,16,984064,24.02,128,64,25,48,3904,3904,6
gaussian,0.18,0.08,6331.72,16,16,984064,24.02,128,64,2,256,64,64,0
gaussian,0.18,0.08,6331.72,16,16,984064,24.02,128,64,12,53,3904,0,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,25,48,3904,3904,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,53,3904,0,0
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,25,48,3904,3904,6
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,2,256,64,64,0
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,12,53,3904,0,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,25,48,3904,3904,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,53,3904,0,0
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,25,48,3904,3904,6
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,2,256,64,64,0
gaussian,0.18,0.08,6318.6,16,16,984064,24.02,128,64,12,53,3904,0,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,25,48,3904,3904,0
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.78,512,17,1024,0.01,5,4,12,53,3904,0,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,26,282,4160,4160,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,2,256,64,64,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,12,54,4096,0,2
gaussian,0,0.08,5.16,512,17,1024,0.01,5,4,26,282,4160,4160,0
gaussian,0,0.08,5.16,512,17,1024,0.01,5,4,2,256,64,64,3
gaussian,0,0.08,5.16,512,17,1024,0.01,5,4,12,54,4096,0,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,26,282,4160,4160,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,2,256,64,64,0
gaussian,0.19,0.08,6765.6,16,16,1048576,25.6,128,64,12,54,4096,0,2
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,3
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,12,54,4096,0,0
gaussian,0.19,0.08,6747.17,16,16,1048576,25.6,128,64,26,282,4160,4160,0
gaussian,0.19,0.08,6747.17,16,16,1048576,25.6,128,64,2,256,64,64,0
gaussian,0.19,0.08,6747.17,16,16,1048576,25.6,128,64,12,54,4096,0,2
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,3
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,12,54,4096,0,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,26,282,4160,4160,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,2,256,64,64,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,12,54,4096,0,2
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,3
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,12,54,4096,0,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,26,282,4160,4160,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,2,256,64,64,0
gaussian,0.18,0.08,6733.62,16,16,1048576,25.6,128,64,12,54,4096,0,2
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,26,282,4160,4160,0
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,2,256,64,64,3
gaussian,0,0.07,4.9,512,17,1024,0.01,5,4,12,54,4096,0,0
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,2,9,64,64,2
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,2
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,2,9,64,64,2
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,2
gaussian,0,0.02,1.76,16,16,256,0.01,128,64,0,0,0,0,1
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.02,1.45,16,16,256,0.01,128,64,2,9,64,64,2
gaussian,0,0.02,1.45,16,16,256,0.01,128,64,0,0,0,0,2
gaussian,0,0.02,1.45,16,16,256,0.01,128,64,0,0,0,0,1
gaussian,0,0.06,0.62,512,17,512,0,5,4,2,9,64,64,0
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,2,9,64,64,2
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,2
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,2,9,64,64,2
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,2
gaussian,0,0.02,1.29,16,16,256,0.01,128,64,0,0,0,0,1
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,64,64,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.11,0.05,280.31,16,16,43264,1.06,128,64,6,50,192,192,0
gaussian,0.11,0.05,280.31,16,16,43264,1.06,128,64,0,0,0,0,0
gaussian,0.11,0.05,280.31,16,16,43264,1.06,128,64,1,5,320,64,2
gaussian,0,0.08,2,512,17,512,0,5,4,6,50,192,192,0
