@relation 'IBM_2688-weka.filters.unsupervised.attribute.Remove-R2-16,18-30,32-37,39-41,43,45-47,50,52,54-61,66'

@attribute Benchmark {gaussian,bfs,cfd,hotspot}
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Block Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Warps' numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute label numeric

@data
gaussian,0.16,0.05,1021.59,16,16,160000,3.91,128,64,11,46,640,640,1
gaussian,0.16,0.05,1021.59,16,16,160000,3.91,128,64,0,0,0,0,0
gaussian,0.16,0.05,1021.59,16,16,160000,3.91,128,64,1,24,640,0,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,11,46,640,640,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.08,512,17,512,0,5,4,1,24,640,0,0
gaussian,0.15,0.05,1021.59,16,16,160000,3.91,128,64,11,46,640,640,1
gaussian,0.15,0.05,1021.59,16,16,160000,3.91,128,64,0,0,0,0,0
gaussian,0.15,0.05,1021.59,16,16,160000,3.91,128,64,1,24,640,0,0
gaussian,0,0.08,2.08,512,17,512,0,5,4,11,46,640,640,0
gaussian,0,0.08,2.08,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.08,512,17,512,0,5,4,1,24,640,0,0
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,12,50,704,704,1
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,0,0,0,0,2
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,1,3,1344,320,0
gaussian,0,0.06,2.08,512,17,512,0,5,4,12,50,704,704,0
gaussian,0,0.06,2.08,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.06,2.08,512,17,512,0,5,4,1,3,1344,320,0
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,12,50,704,704,1
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,0,0,0,0,2
gaussian,0.16,0.06,1118.33,16,16,173056,4.22,128,64,1,3,1344,320,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,0
gaussian,0.16,0.05,1110.82,16,16,173056,4.22,128,64,12,50,704,704,1
gaussian,0.16,0.05,1110.82,16,16,173056,4.22,128,64,0,0,0,0,2
gaussian,0.16,0.05,1110.82,16,16,173056,4.22,128,64,1,3,1344,320,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,0
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,12,50,704,704,1
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,0,0,0,0,2
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,1,3,1344,320,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,0
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,12,50,704,704,1
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,0,0,0,0,2
gaussian,0.16,0.05,1105.35,16,16,173056,4.22,128,64,1,3,1344,320,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,12,50,704,704,0
gaussian,0,0.07,2.08,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.08,512,17,512,0,5,4,1,3,1344,320,0
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,12,20,768,768,3
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,0,0,0,0,4
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,1,26,1280,256,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,0
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,12,20,768,768,3
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,0,0,0,0,4
gaussian,0.16,0.05,1205.89,16,16,186624,4.56,128,64,1,26,1280,256,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,0
gaussian,0.16,0.05,1198.1,16,16,186624,4.56,128,64,12,20,768,768,3
gaussian,0.16,0.05,1198.1,16,16,186624,4.56,128,64,0,0,0,0,4
gaussian,0.16,0.05,1198.1,16,16,186624,4.56,128,64,1,26,1280,256,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,0
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,12,20,768,768,3
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,0,0,0,0,4
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,1,26,1280,256,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,12,20,768,768,0
gaussian,0,0.08,2.21,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.21,512,17,512,0,5,4,1,26,1280,256,0
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,12,20,768,768,3
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,0,0,0,0,4
gaussian,0.16,0.05,1192.41,16,16,186624,4.56,128,64,1,26,1280,256,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,12,20,768,768,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,26,1280,256,0
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,13,39,1024,832,1
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,0,0,0,0,4
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,1,35,1024,192,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,0
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,13,39,1024,832,1
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,0,0,0,0,4
gaussian,0.16,0.06,1296.75,16,16,200704,4.9,128,64,1,35,1024,192,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,0
gaussian,0.16,0.06,1288.67,16,16,200704,4.9,128,64,13,39,1024,832,1
gaussian,0.16,0.06,1288.67,16,16,200704,4.9,128,64,0,0,0,0,4
gaussian,0.16,0.06,1288.67,16,16,200704,4.9,128,64,1,35,1024,192,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,0
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,13,39,1024,832,1
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,0,0,0,0,4
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,1,35,1024,192,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,0
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,13,39,1024,832,1
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,0,0,0,0,4
gaussian,0.16,0.06,1282.78,16,16,200704,4.9,128,64,1,35,1024,192,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,13,39,1024,832,0
gaussian,0,0.07,2.21,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.21,512,17,512,0,5,4,1,35,1024,192,0
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,11,81,1024,896,1
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,0,0,0,0,6
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,1,18,1024,128,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,0
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,11,81,1024,896,1
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,0,0,0,0,6
gaussian,0.16,0.05,1390.91,16,16,215296,5.26,128,64,1,18,1024,128,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,0
gaussian,0.16,0.05,1382.55,16,16,215296,5.26,128,64,11,81,1024,896,1
gaussian,0.16,0.05,1382.55,16,16,215296,5.26,128,64,0,0,0,0,6
gaussian,0.16,0.05,1382.55,16,16,215296,5.26,128,64,1,18,1024,128,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,0
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,11,81,1024,896,1
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,0,0,0,0,6
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,1,18,1024,128,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,11,81,1024,896,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.33,512,17,512,0,5,4,1,18,1024,128,0
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,11,81,1024,896,1
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,0,0,0,0,6
gaussian,0.16,0.05,1376.44,16,16,215296,5.26,128,64,1,18,1024,128,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,11,81,1024,896,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.33,512,17,512,0,5,4,1,18,1024,128,0
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,2,48,64,64,1
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,0,0,0,0,4
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,48,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,2,48,64,64,1
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,0,0,0,0,4
gaussian,0.01,0.03,15.19,16,16,2304,0.06,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,48,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.01,0.02,14.3,16,16,2304,0.06,128,64,2,48,64,64,1
gaussian,0.01,0.02,14.3,16,16,2304,0.06,128,64,0,0,0,0,4
gaussian,0.01,0.02,14.3,16,16,2304,0.06,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,48,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,2,48,64,64,1
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,0,0,0,0,4
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,48,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,2,48,64,64,1
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,0,0,0,0,4
gaussian,0.01,0.02,13.71,16,16,2304,0.06,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,48,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,10,17,1024,960,6
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,0,0,0,0,2
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,1,13,1024,64,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,10,17,1024,960,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.33,512,17,512,0,5,4,1,13,1024,64,0
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,10,17,1024,960,6
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,0,0,0,0,2
gaussian,0.17,0.06,1488.38,16,16,230400,5.62,128,64,1,13,1024,64,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,10,17,1024,960,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.33,512,17,512,0,5,4,1,13,1024,64,0
gaussian,0.17,0.06,1479.72,16,16,230400,5.62,128,64,10,17,1024,960,6
gaussian,0.17,0.06,1479.72,16,16,230400,5.62,128,64,0,0,0,0,2
gaussian,0.17,0.06,1479.72,16,16,230400,5.62,128,64,1,13,1024,64,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,10,17,1024,960,0
gaussian,0,0.08,2.33,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.08,2.33,512,17,512,0,5,4,1,13,1024,64,0
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,10,17,1024,960,6
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,0,0,0,0,2
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,1,13,1024,64,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,10,17,1024,960,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.33,512,17,512,0,5,4,1,13,1024,64,0
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,10,17,1024,960,6
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,0,0,0,0,2
gaussian,0.16,0.06,1473.4,16,16,230400,5.62,128,64,1,13,1024,64,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,10,17,1024,960,0
gaussian,0,0.07,2.33,512,17,512,0,5,4,0,0,0,0,3
gaussian,0,0.07,2.33,512,17,512,0,5,4,1,13,1024,64,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,10,28,1024,1024,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,0,0,0,0,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,1,1,1024,0,5
gaussian,0,0.07,2.45,512,17,512,0,5,4,10,28,1024,1024,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.07,2.45,512,17,512,0,5,4,1,1,1024,0,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,10,28,1024,1024,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,0,0,0,0,0
gaussian,0.17,0.06,1589.14,16,16,246016,6.01,128,64,1,1,1024,0,5
gaussian,0,0.08,2.45,512,17,512,0,5,4,10,28,1024,1024,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.45,512,17,512,0,5,4,1,1,1024,0,0
gaussian,0.17,0.05,1580.2,16,16,246016,6.01,128,64,10,28,1024,1024,0
gaussian,0.17,0.05,1580.2,16,16,246016,6.01,128,64,0,0,0,0,0
gaussian,0.17,0.05,1580.2,16,16,246016,6.01,128,64,1,1,1024,0,5
gaussian,0,0.08,2.45,512,17,512,0,5,4,10,28,1024,1024,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.45,512,17,512,0,5,4,1,1,1024,0,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,10,28,1024,1024,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,0,0,0,0,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,1,1,1024,0,5
gaussian,0,0.08,2.45,512,17,512,0,5,4,10,28,1024,1024,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.45,512,17,512,0,5,4,1,1,1024,0,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,10,28,1024,1024,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,0,0,0,0,0
gaussian,0.17,0.05,1573.66,16,16,246016,6.01,128,64,1,1,1024,0,5
gaussian,0,0.08,2.45,512,17,512,0,5,4,10,28,1024,1024,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.08,2.45,512,17,512,0,5,4,1,1,1024,0,0
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,12,248,1088,1088,6
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,2,213,64,64,0
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,5,55,1024,0,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,12,248,1088,1088,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,2,213,64,64,4
gaussian,0,0.07,2.45,512,17,512,0,5,4,5,55,1024,0,0
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,12,248,1088,1088,6
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,2,213,64,64,0
gaussian,0.17,0.06,1693.2,16,16,262144,6.4,128,64,5,55,1024,0,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,12,248,1088,1088,0
gaussian,0,0.08,2.45,512,17,512,0,5,4,2,213,64,64,4
gaussian,0,0.08,2.45,512,17,512,0,5,4,5,55,1024,0,0
gaussian,0.17,0.06,1683.97,16,16,262144,6.4,128,64,12,248,1088,1088,6
gaussian,0.17,0.06,1683.97,16,16,262144,6.4,128,64,2,213,64,64,0
gaussian,0.17,0.06,1683.97,16,16,262144,6.4,128,64,5,55,1024,0,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,12,248,1088,1088,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,2,213,64,64,4
gaussian,0,0.07,2.45,512,17,512,0,5,4,5,55,1024,0,0
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,12,248,1088,1088,6
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,2,213,64,64,0
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,5,55,1024,0,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,12,248,1088,1088,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,2,213,64,64,4
gaussian,0,0.07,2.45,512,17,512,0,5,4,5,55,1024,0,0
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,12,248,1088,1088,6
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,2,213,64,64,0
gaussian,0.17,0.06,1677.22,16,16,262144,6.4,128,64,5,55,1024,0,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,12,248,1088,1088,0
gaussian,0,0.07,2.45,512,17,512,0,5,4,2,213,64,64,4
gaussian,0,0.07,2.45,512,17,512,0,5,4,5,55,1024,0,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,13,107,1152,1152,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,0,0,0,0,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,6,37,1152,0,5
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,13,107,1152,1152,0
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,6,37,1152,0,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,13,107,1152,1152,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,0,0,0,0,0
gaussian,0.17,0.06,1800.56,16,16,278784,6.81,128,64,6,37,1152,0,5
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,13,107,1152,1152,0
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,6,37,1152,0,0
gaussian,0.17,0.06,1791.05,16,16,278784,6.81,128,64,13,107,1152,1152,0
gaussian,0.17,0.06,1791.05,16,16,278784,6.81,128,64,0,0,0,0,0
gaussian,0.17,0.06,1791.05,16,16,278784,6.81,128,64,6,37,1152,0,5
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,13,107,1152,1152,0
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,6,37,1152,0,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,13,107,1152,1152,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,0,0,0,0,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,6,37,1152,0,5
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,13,107,1152,1152,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,6,37,1152,0,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,13,107,1152,1152,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,0,0,0,0,0
gaussian,0.17,0.06,1784.09,16,16,278784,6.81,128,64,6,37,1152,0,5
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,13,107,1152,1152,0
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.08,3.07,512,17,1024,0.01,5,4,6,37,1152,0,0
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,8,29,1216,1216,1
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,0,0,0,0,2
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,6,28,1216,0,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,8,29,1216,1216,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,6,28,1216,0,0
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,8,29,1216,1216,1
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,0,0,0,0,2
gaussian,0.17,0.06,1911.22,16,16,295936,7.22,128,64,6,28,1216,0,0
gaussian,0,0.06,3.07,512,17,1024,0.01,5,4,8,29,1216,1216,0
gaussian,0,0.06,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.07,512,17,1024,0.01,5,4,6,28,1216,0,0
gaussian,0.17,0.06,1901.42,16,16,295936,7.22,128,64,8,29,1216,1216,1
gaussian,0.17,0.06,1901.42,16,16,295936,7.22,128,64,0,0,0,0,2
gaussian,0.17,0.06,1901.42,16,16,295936,7.22,128,64,6,28,1216,0,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,8,29,1216,1216,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,6,28,1216,0,0
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,8,29,1216,1216,1
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,0,0,0,0,2
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,6,28,1216,0,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,8,29,1216,1216,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,6,28,1216,0,0
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,8,29,1216,1216,1
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,0,0,0,0,2
gaussian,0.17,0.06,1894.25,16,16,295936,7.22,128,64,6,28,1216,0,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,8,29,1216,1216,0
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.07,512,17,1024,0.01,5,4,6,28,1216,0,0
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,8,39,1280,1280,1
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,0,0,0,0,2
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,6,49,1280,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,39,1280,1280,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,49,1280,0,0
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,8,39,1280,1280,1
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,0,0,0,0,2
gaussian,0.17,0.06,2025.19,16,16,313600,7.66,128,64,6,49,1280,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,39,1280,1280,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,49,1280,0,0
gaussian,0.17,0.05,2015.1,16,16,313600,7.66,128,64,8,39,1280,1280,1
gaussian,0.17,0.05,2015.1,16,16,313600,7.66,128,64,0,0,0,0,2
gaussian,0.17,0.05,2015.1,16,16,313600,7.66,128,64,6,49,1280,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,39,1280,1280,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,49,1280,0,0
gaussian,0.17,0.06,2007.71,16,16,313600,7.66,128,64,8,39,1280,1280,1
gaussian,0.17,0.06,2007.71,16,16,313600,7.66,128,64,0,0,0,0,2
gaussian,0.17,0.06,2007.71,16,16,313600,7.66,128,64,6,49,1280,0,0
