Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0.18,0.07,5903.41,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.08,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.08,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.08,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.08,5903.41,16,16,952576,23.26,128,64,28,5,3724,3724.000256,C
0.18,0.08,5903.41,16,16,952576,23.26,128,64,2,95,4,4,A
0.18,0.08,5903.41,16,16,952576,23.26,128,64,12,5,3724,0,D
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3724,3724.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,95,4,4,D
0,0.07,4.88,512,17,1024,0.01,5,4,12,5,3724,0,A
0.18,0.08,6158.15,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.08,6158.15,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.08,6158.15,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.07,6158.15,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.07,6158.15,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.07,6158.15,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.08,6141.07,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.08,6141.07,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.08,6141.07,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.07,6128.72,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.07,6128.72,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.07,6128.72,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.07,6128.72,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.07,6128.72,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.07,6128.72,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.08,6128.72,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.08,6128.72,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.08,6128.72,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.08,6111.69,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.08,6111.69,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.08,6111.69,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.08,6099.39,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.08,6099.39,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.08,6099.39,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.07,6099.39,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.07,6099.39,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.07,6099.39,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.07,6099.39,16,16,984064,24.02,128,64,28,5,3844,3844.000256,F
0.18,0.07,6099.39,16,16,984064,24.02,128,64,2,85,4,4,B
0.18,0.07,6099.39,16,16,984064,24.02,128,64,12,6,3844,0,C
0,0.07,4.88,512,17,1024,0.01,5,4,28,5,3844,3844.000256,A
0,0.07,4.88,512,17,1024,0.01,5,4,2,85,4,4,E
0,0.07,4.88,512,17,1024,0.01,5,4,12,6,3844,0,A
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5.28,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5.28,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5.28,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6561.6,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.07,6543.97,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.07,6543.97,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.07,6543.97,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.06,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.06,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.06,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,26,93,4100,4100.000512,G
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,2,88,64,64,G
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,12,7,4096,0,C
0,0.07,5,512,17,1024,0.01,5,4,26,93,4100,4100.000512,A
0,0.07,5,512,17,1024,0.01,5,4,2,88,64,64,E
0,0.07,5,512,17,1024,0.01,5,4,12,7,4096,0,A
0,0.03,1.73,16,16,256,0.01,128,64,2,9,4,4,A
0,0.03,1.73,16,16,256,0.01,128,64,0,0,0,0,E
0,0.03,1.73,16,16,256,0.01,128,64,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.03,1.73,16,16,256,0.01,128,64,2,9,4,4,A
0,0.03,1.73,16,16,256,0.01,128,64,0,0,0,0,E
0,0.03,1.73,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,1.42,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,1.42,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,1.42,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.03,1.27,16,16,256,0.01,128,64,2,9,4,4,A
0,0.03,1.27,16,16,256,0.01,128,64,0,0,0,0,E
0,0.03,1.27,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,1.27,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,1.27,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,1.01,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,1.01,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,1.01,16,16,256,0.01,128,64,0,0,0,0,C
0,0.06,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,E
0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,C
0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,2.06,512,17,512,0,5,4,6,8,256,172,A
0,0.07,2.06,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2.06,512,17,512,0,5,4,1,3,256,84,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.07,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.81,512,17,512,0,5,4,1,3,256,84,A
0.12,0.05,268.42,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,268.42,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,268.42,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.07,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.81,512,17,512,0,5,4,1,3,256,84,A
0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,B
0.11,0.05,265.87,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.08,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.08,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.08,1.81,512,17,512,0,5,4,1,3,256,84,A
0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,B
0.11,0.05,265.87,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.08,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.08,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.08,1.81,512,17,512,0,5,4,1,3,256,84,A
0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,265.87,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.07,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.81,512,17,512,0,5,4,1,3,256,84,A
0.12,0.05,262.31,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,262.31,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,262.31,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.07,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.81,512,17,512,0,5,4,1,3,256,84,A
0.11,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.11,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,B
0.11,0.05,259.81,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.08,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.08,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.08,1.81,512,17,512,0,5,4,1,3,256,84,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,B
0.12,0.05,259.81,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.07,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.07,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.81,512,17,512,0,5,4,1,3,256,84,A
0.11,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.11,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,B
0.11,0.05,259.81,16,16,43264,1.06,128,64,1,3,256,84,A
0,0.08,1.81,512,17,512,0,5,4,6,8,256,172,A
0,0.08,1.81,512,17,512,0,5,4,0,0,0,0,A
0,0.08,1.81,512,17,512,0,5,4,1,3,256,84,A
0,0.03,0.13,16,16,16,0,128,64,2,1,4,4,B
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,B
0,0.03,0.13,16,16,16,0,128,64,0,0,0,0,A
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,574.72,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,574.72,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,574.72,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.06,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.06,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,565.76,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,565.76,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,565.76,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,B
0.14,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,B
0.14,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,B
0.15,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,B
0.15,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,A
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,6.07,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,6.07,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.07,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.19,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,5.19,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.19,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.02,4.89,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.02,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.02,4.89,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.07,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.07,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,4.89,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.03,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.07,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.07,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.02,4.89,16,16,1024,0.03,128,64,2,32,64,8,A
0.01,0.02,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.02,4.89,16,16,1024,0.03,128,64,0,0,0,56,B
0,0.07,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.07,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,56,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,8,10,448,404,G
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,0,48,4,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,F
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,8,10,448,404,G
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,0,48,4,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,F
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,636.97,16,16,102400,2.5,128,64,8,10,448,404,G
0.15,0.05,636.97,16,16,102400,2.5,128,64,1,0,48,4,A
0.15,0.05,636.97,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,F
